"","TRACTFIPS","POPULATION","AREA","DRGT_EVNTS","DRGT_AFREQ","DRGT_HLRA","HWAV_EVNTS","HWAV_AFREQ","HWAV_HLRA","LTNG_EVNTS","LTNG_AFREQ","SWND_EVNTS","SWND_AFREQ","SWND_HLRA","WFIR_AFREQ","WFIR_EXPA","WFIR_EXPT","WFIR_EXP_AREA","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_EALT","WFIR_EALS","WFIR_ALRA","WFIR_RISKV","WFIR_RISKS","WFRI_R","TRCT_WAREA","TRCT_SLOPE","CNTY_ELEV","CNTY_TEMP","CNTY_PRECIP","TRCT_VEGLF"
"14","06001401200",2989,0.2588118,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.498752965,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.473382843189499,72,60.5,14.46,"Tree"
"15","06001401300",5602,0.33613671,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.41793838078224,72,60.5,14.46,"Developed"
"16","06001401400",5322,0.29435952,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.9528169769013,72,60.5,14.46,"Developed"
"17","06001401500",2609,0.18241899,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.588521759095201,1,60.5,14.46,"Developed"
"18","06001401500",2609,0.18241899,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.588521759095201,1,60.5,14.46,"Developed"
"19","06001401600",2971,0.24809304,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.325050501491536,1,60.5,14.46,"Developed"
"20","06001401600",2971,0.24809304,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.325050501491536,1,60.5,14.46,"Developed"
"21","06001401700",6068,4.4937945,1036,47.0909090909091,0.002610779,4.24970402350174,0.527285171,0.000105742,14,1.23769902421355,1,0.05585213,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,5771096,0.388723149155729,4,60.5,14.46,"Tree"
"22","06001401800",1931,0.11739624,1036,47.0909090909091,0.002610779,8,0.495360349,0.000105742,14,0.636327482,1,0.027851318,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.160238827567503,1,60.5,14.46,"Developed"
"23","06001401800",1931,0.11739624,1036,47.0909090909091,0.002610779,8,0.495360349,0.000105742,14,0.636327482,1,0.027851318,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.160238827567503,1,60.5,14.46,"Developed"
"24","06001402200",3250,0.27910545,1036,47.0909090909091,0.002610779,8,0.495358287,0.000105742,15,0.668971764,1,0.027851202,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.426142416838134,1,60.5,14.46,"Developed"
"25","06001402200",3250,0.27910545,1036,47.0909090909091,0.002610779,8,0.495358287,0.000105742,15,0.668971764,1,0.027851202,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.426142416838134,1,60.5,14.46,"Developed"
"26","06001402400",2459,0.13143429,1036,47.0909090909091,0.002610779,8,0.495357081,0.000105742,11,0.500001053,1,0.027851135,2.11415e-05,1e-05,0,1835916967.51767,0.007641947,0.4,0.000223705,8.46923e-07,73.2250214556256,34.4487650577337,0,111.444961544897,37.1164914617324,0,0,0.409029546101888,1,60.5,14.46,"Developed"
"27","06001402400",2459,0.13143429,1036,47.0909090909091,0.002610779,8,0.495357081,0.000105742,11,0.500001053,1,0.027851135,2.11415e-05,1e-05,0,1835916967.51767,0.007641947,0.4,0.000223705,8.46923e-07,73.2250214556256,34.4487650577337,0,111.444961544897,37.1164914617324,0,0,0.409029546101888,1,60.5,14.46,"Developed"
"28","06001402500",1914,0.14252706,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,16,0.697550338,1,0.027851076,2.11415e-05,1e-05,0,386327975.099573,0.005908946,0.4,0.000223705,8.46923e-07,62.6105550167926,33.2263089674527,0,92.0554381532239,35.3898111592066,0,0,0.405283838510513,1,60.5,14.46,"Tree"
"29","06001402500",1914,0.14252706,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,16,0.697550338,1,0.027851076,2.11415e-05,1e-05,0,386327975.099573,0.005908946,0.4,0.000223705,8.46923e-07,62.6105550167926,33.2263089674527,0,92.0554381532239,35.3898111592066,0,0,0.405283838510513,1,60.5,14.46,"Tree"
"30","06001402600",1226,0.1243476,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.770496134,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.34220678618785,1,60.5,14.46,"Developed"
"31","06001402600",1226,0.1243476,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.770496134,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.34220678618785,1,60.5,14.46,"Developed"
"32","06001402700",1796,0.15101463,1036,47.0909090909091,0.002610779,8,0.495357956,0.000105742,13,0.546948072,1,0.027851184,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.934302532617565,1,60.5,14.46,"Tree"
"33","06001402700",1796,0.15101463,1036,47.0909090909091,0.002610779,8,0.495357956,0.000105742,13,0.546948072,1,0.027851184,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.934302532617565,1,60.5,14.46,"Tree"
"34","06001402801",2941,0.11362962,1036,47.0909090909091,0.002610779,8,0.495357261,0.000105742,14,0.618682893,1,0.027851145,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.512722518585181,72,60.5,14.46,"Developed"
"35","06001402802",1453,0.0462384,1036,47.0909090909091,0.002610779,8,0.49535704,0.000105742,17,0.748774834,1,0.027851132,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.374688472911602,72,60.5,14.46,"Developed"
"36","06001402900",1917,0.15878109,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.742848447,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.582921903038865,72,60.5,14.46,"Tree"
"37","06001403000",2986,0.13743366,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.772727,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.325796805283962,72,60.5,14.46,"Developed"
"38","06001403100",1690,0.13527228,1036,47.0909090909091,0.002610779,8,0.49535608,0.000105742,17,0.772727067,1,0.027851078,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.453757711045154,1,60.5,14.46,"Developed"
"39","06001403100",1690,0.13527228,1036,47.0909090909091,0.002610779,8,0.49535608,0.000105742,17,0.772727067,1,0.027851078,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.453757711045154,1,60.5,14.46,"Developed"
"40","06001403301",1955,0.07667322,1036,47.0909090909091,0.002610779,8,0.495359615,0.000105742,17,0.772732581,1,0.027851277,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.614178749946279,72,60.5,14.46,"Developed"
"41","06001403302",3145,0.32111235,1036,47.0909090909091,0.002610779,6.53946046382831,0.404920153,0.000105742,17,0.772727,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,104126,0.838244329079969,72,60.5,14.46,"Tree"
"42","06001403401",2976,0.4493268,1036,47.0909090909091,0.002610779,8,0.495356962,0.000105742,17,0.772597502,1,0.027851128,2.11415e-05,1e-05,0,110303311.66335,0.004563,0.4,0.000223705,8.46923e-07,36.5543504474258,30.0916842067711,0,52.3688962125855,31.359701279551,0,602434,1.29265601169886,72,60.5,14.46,"Tree"
"43","06001403402",1524,0.03869385,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.772727,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.576603636145592,72,60.5,14.46,"Developed"
"44","06001403501",5880,0.26125047,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.47994944933142,72,60.5,14.46,"Tree"
"45","06001403502",2148,0.07064187,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.5,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,3.65631910938348,72,60.5,14.46,"Tree"
"46","06001403600",4707,0.1531998,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,13,0.582002582,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.15398375693393,102,60.5,14.46,"Developed"
"47","06001403701",2786,0.06783933,1036,47.0909090909091,0.002610779,8,0.495359084,0.000105742,15,0.640574598,1,0.027851247,2.11415e-05,1e-05,0,3962230315.32115,0.007688695,0.4,0.000223705,8.46923e-07,258.013915865906,47.4391447564007,0,302.708449620391,48.3196974741949,0,0,1.84256153362584,72,60.5,14.46,"Developed"
"48","06001403702",2149,0.077649,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.762749473,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.8147894312448,102,60.5,14.46,"Tree"
"49","06001403800",3710,0.25454052,1036,47.0909090909091,0.002610779,8,0.495357077,0.000105742,9,0.407429248,1,0.027851134,2.11415e-05,1e-05,0,3496122042.37295,0.025352021,0.4,0.000223705,8.46923e-07,214.961393969132,45.2736850867492,0,191.880856896228,42.8661466013414,0,0,3.54187387657893,102,60.5,14.46,"Tree"
"50","06001403900",3943,0.192309,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.476428352,1,0.027851076,2.11415e-05,1e-05,0,5605806236.39973,0.018106892,0.4,0.000223705,8.46923e-07,285.218647743205,48.715113029622,0,287.762717045136,47.6823003377253,0,0,3.54498408859426,102,60.5,14.46,"Tree"
"51","06001404000",3035,0.14312454,1036,47.0909090909091,0.002610779,8,0.495358278,0.000105742,11,0.494098387,1,0.027851202,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.23822033113839,102,60.5,14.46,"Developed"
"52","06001404101",3139,0.22201959,1036,47.0909090909091,0.002610779,8,0.49535776,0.000105742,11,0.464321141,1,0.027851173,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.99471069183908,102,60.5,14.46,"Developed"
"53","06001404102",2474,0.08976708,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,11,0.470516438,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.35777589932893,102,60.5,14.46,"Tree"
"54","06001404200",3641,1.06400775,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,10,0.454545,1,0.027851076,2.11415e-05,1e-05,0,3674665250.6348,0.040583099,0.4,0.000223705,8.46923e-07,306.976479851887,49.6164960222611,0,299.57766796291,48.1781857965086,0,0,4.22297339272184,102,60.5,14.46,"Herb"
"55","06001404300",3416,0.72326358,1036,47.0909090909091,0.002610779,8,0.495356104,0.000105742,11,0.455357602,1,0.027853009,2.11415e-05,2.18075e-05,0,948929875.29957,0.015905973,0.4,0.000223705,8.46923e-07,314.673177842878,49.9625414719418,0,264.689327205307,46.607287256814,0,37495,4.72193707676692,102,60.5,14.46,"Herb"
"56","06001404400",5621,1.61954637,1036,47.0909090909091,0.002610779,23.705296258443,1.46782020176118,0.000105742,10,0.409873417,1,0.027974695,2.11415e-05,0.002258344,0,10053470294.2332,0.122579954,0.4,0.000223705,8.46923e-07,250783.70634119,96.8629969200766,0,189324.372506113,95.8592969604719,1,0,6.7199593152455,7,60.5,14.46,"Herb"
"57","06001404501",1762,0.42287076,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,10,0.453625895,1,0.027851076,2.11415e-05,1e-05,0,2525856579.76169,0.04101018,0.4,0.000223705,8.46923e-07,254.350347670932,47.2607708132663,0,172.299046181988,41.6056224135471,0,5141,5.47941378828299,7,60.5,14.46,"Herb"
"58","06001404502",6194,1.20114813,1036,47.0909090909091,0.002610779,25.013034096797,1.54879581741938,0.000105742,8,0.32086892,1,0.027947388,2.11415e-05,0.002594937,0,5985761003.28063,0.073915236,0.4,0.000223705,8.46923e-07,149625.177730156,95.4693018443866,0,117196.565356019,94.352613803929,1,0,5.98491171448551,7,60.5,14.46,"Tree"
"59","06001404600",4551,1.90238568,1036,47.0909090909091,0.002610779,25.0893030833275,1.55351721878189,0.000105742,12,0.521495564,1,0.028432129,2.11415e-05,0.002298889,0,4495253661.13355,0.065038843,0.4,0.000223705,8.46923e-07,100646.757707036,94.1969010500279,0,87471.6446439363,93.3418161061694,1,0,7.14258375848006,7,60.5,14.46,"Herb"
"60","06001404700",1982,0.46632651,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,8,0.351536553,1,0.027851076,2.11415e-05,1e-05,0,30008509.6091451,0.000366644,0.4,0.000223705,8.46923e-07,2.10595299515583,25.6442272246204,0,1.41410042176877,25.4602102459211,0,0,6.29771382829347,7,60.5,14.46,"Tree"
"61","06001404800",2757,0.24507795,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,7,0.318181,1,0.027851076,2.11415e-05,1e-05,0,3552665870.26521,0.025055715,0.4,0.000223705,8.46923e-07,162.394115810558,42.156897720381,0,166.318220317187,41.2298435047329,0,0,3.79230631495551,7,60.5,14.46,"Tree"
"62","06001404900",4458,0.39436215,1036,47.0909090909091,0.002610779,8,0.495357938,0.000105742,7,0.318182221,1,0.027851183,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,3.08866649871402,18,60.5,14.46,"Tree"
"63","06001405000",3313,0.31226481,1036,47.0909090909091,0.002610779,8,0.495356866,0.000105742,7,0.318181533,1,0.027851123,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,4.85175211121527,18,60.5,14.46,"Tree"
"64","06001405100",4363,0.4900428,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,8,0.319221997,1,0.027851076,2.11415e-05,1e-05,0,979278434.903599,0.006102317,0.4,0.000223705,8.46923e-07,69.0330831792418,33.988560284447,0,39.0567549048827,29.8351805165771,0,0,4.86353316549744,102,60.5,14.46,"Tree"
"65","06001405200",4799,0.33454902,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,10,0.443146349,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,3.58626392233272,102,60.5,14.46,"Developed"
"66","06001405301",2991,0.08882367,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.772727,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.58315291601842,102,60.5,14.46,"Tree"
"67","06001405302",2797,0.08017074,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.772727,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.30617194671135,102,60.5,14.46,"Tree"
"68","06001405401",3875,0.1224327,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,17,0.772727,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.32545408072499,102,60.5,14.46,"Developed"
"69","06001405402",3171,0.11129391,1036,47.0909090909091,0.002610779,8,0.495357825,0.000105742,17,0.729424851,1,0.027851176,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.10423518593904,102,60.5,14.46,"Tree"
"70","06001405500",3844,0.16057119,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,10,0.440735822,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.70616792591378,102,60.5,14.46,"Developed"
"71","06001405600",3224,0.16722186,1036,47.0909090909091,0.002610779,8,0.495356176,0.000105742,7,0.318181089,1,0.027851084,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.87756784601232,102,60.5,14.46,"Tree"
"72","06001405700",3421,0.2132754,1036,47.0909090909091,0.002610779,8,0.495356055,0.000105742,7,0.318181012,1,0.027851077,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.87035412806095,8,60.5,14.46,"Developed"
"73","06001405800",4320,0.20243067,1036,47.0909090909091,0.002610779,8,0.495358041,0.000105742,7,0.318182287,1,0.027851189,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.8314895545029,102,60.5,14.46,"Tree"
"74","06001405901",4262,0.17651322,1036,47.0909090909091,0.002610779,8,0.49536024,0.000105742,7,0.3181837,1,0.027851312,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.77843299163765,102,60.5,14.46,"Developed"
"75","06001405902",3181,0.1900392,1036,47.0909090909091,0.002610779,8,0.495356545,0.000105742,10,0.440213258,1,0.027851104,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.35260226198884,102,60.5,14.46,"Tree"
"76","06001406000",5102,1.02914643,1036,47.0909090909091,0.002610779,6.40415323780893,0.396541996,0.000105742,16,0.693159718,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,525188,0.972677060238841,72,60.5,14.46,"Tree"
"77","06001406100",5839,0.74837724,1036,47.0909090909091,0.002610779,7.90551636152911,0.489506999,0.000105742,8,0.357949433,1,0.027851152,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,74875,0.758500126567291,8,60.5,14.46,"Tree"
"78","06001406201",5019,0.15914496,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,7,0.318181,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.877195624326239,102,60.5,14.46,"Developed"
"79","06001406202",4769,0.15295137,1036,47.0909090909091,0.002610779,8,0.495358664,0.000105742,8,0.323681577,1,0.027851224,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.241544797228671,5,60.5,14.46,"Tree"
"80","06001406300",3989,0.18942885,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,7,0.318181,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.72245124087096,5,60.5,14.46,"Tree"
"81","06001406400",2211,0.22055007,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,7,0.318181,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,77536,2.93926657073235,18,60.5,14.46,"Tree"
"82","06001406500",6196,0.29055624,1036,47.0909090909091,0.002610779,8,0.49535621,0.000105742,7,0.318181111,1,0.027851086,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.77580383171937,7,60.5,14.46,"Tree"
"83","06001406601",4834,0.29148717,1036,47.0909090909091,0.002610779,8,0.495357283,0.000105742,7,0.3181818,1,0.027851146,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.45131918294254,7,60.5,14.46,"Developed"
"84","06001406602",2477,0.16174236,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,7,0.318181,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.09564887405208,7,60.5,14.46,"Tree"
"85","06001406700",5567,0.65665353,1036,47.0909090909091,0.002610779,8,0.49535659,0.000105742,10,0.44759868,1,0.027851107,2.11415e-05,1e-05,0,112211915.674612,0.001085644,0.4,0.000223705,8.46923e-07,4.89503571464134,26.1187019133578,0,4.95038505598678,26.0215002616182,0,0,3.47126858248415,7,60.5,14.46,"Tree"
"86","06001406800",3558,0.35588553,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,13,0.587244346,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.52506901763453,7,60.5,14.46,"Tree"
"87","06001406900",3812,0.34051953,1036,47.0909090909091,0.002610779,8,0.495356451,0.000105742,15,0.670407019,1,0.027851099,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.6092857571909,7,60.5,14.46,"Tree"
"88","06001407000",6079,0.33654504,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,8,0.321645646,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.788645061946885,7,60.5,14.46,"Tree"
"89","06001407101",3556,0.14462214,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,8,0.326680049,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,2.74466902423659,7,60.5,14.46,"Tree"
"90","06001407102",4382,0.25773696,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,8,0.352202854,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,1.71990049006329,7,60.5,14.46,"Tree"
"91","06001407200",6823,0.27887769,1036,47.0909090909091,0.002610779,8,0.495356037,0.000105742,8,0.355752323,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,0,0.325382405534537,18,60.5,14.46,"Developed"
"92","06001407300",3891,1.0062663,1036,47.0909090909091,0.002610779,7.35319440222931,0.455306155,0.000105742,8,0.363636,1,0.027851076,2.11415e-05,0,0,0,0,0.4,0.000223705,8.46923e-07,0,0,0,0,0,0,209253,0.603396449491262,7,60.5,14.46,"Developed"
