"","countyID","STATEFP","COUNTYFP","TRACTCE","GEOID","tractID","NAMELSAD","land_Area","water_Area","latitude","longitude","tract_avgSlope","County","county_avgElevation","avg_tempeture","avg_precipitation","EVT_LF"
"29","06037","06","037","201302","06037201302",2013.02,"Census Tract 2013.02",991726,0,34.097882,-118.1838819,6.23750904721353,"Los Angeles County",40,63.7,7.64,"Herb"
"30","06037","06","037","201401","06037201401",2014.01,"Census Tract 2014.01",1279501,28686,34.0782936,-118.1857852,5.54141962237973,"Los Angeles County",40,63.7,7.64,"Tree"
"31","06037","06","037","201402","06037201402",2014.02,"Census Tract 2014.02",1941232,0,34.0689106,-118.1877681,4.2396165837494,"Los Angeles County",47,63.7,7.64,"Shrub"
"32","06037","06","037","236001","06037236001",2360.01,"Census Tract 2360.01",2134409,68544,34.0168971,-118.3717636,3.83164194864712,"Los Angeles County",26,63.7,7.64,"Tree"
"33","06037","06","037","236102","06037236102",2361.02,"Census Tract 2361.02",498051,0,34.0099782,-118.3409807,1.20508768358386,"Los Angeles County",50,63.7,7.64,"Developed"
"34","06037","06","037","409100","06037409100",4091,"Census Tract 4091",1557420,0,34.0091681,-117.9626924,0.69774638566418,"Los Angeles County",99,63.7,7.64,"Tree"
"35","06037","06","037","234301","06037234301",2343.01,"Census Tract 2343.01",503984,0,34.00781,-118.3313568,0.413833919693442,"Los Angeles County",493,63.7,7.64,"Tree"
"36","06037","06","037","231601","06037231601",2316.01,"Census Tract 2316.01",319388,0,34.00727,-118.3023599,0.46686755276942,"Los Angeles County",167,63.7,7.64,"Developed"
"37","06037","06","037","231603","06037231603",2316.03,"Census Tract 2316.03",320263,0,34.0072782,-118.2937148,0.443586794670019,"Los Angeles County",167,63.7,7.64,"Tree"
"38","06037","06","037","234001","06037234001",2340.01,"Census Tract 2340.01",677242,0,34.0126054,-118.3235438,0.31209697742361,"Los Angeles County",182,63.7,7.64,"Developed"
"39","06037","06","037","236205","06037236205",2362.05,"Census Tract 2362.05",166993,0,34.0154268,-118.3522256,0.705566833200662,"Los Angeles County",128,63.7,7.64,"Developed"
"40","06037","06","037","206051","06037206051",2060.51,"Census Tract 2060.51",3681803,48976,34.027277,-118.2328862,0.908242324585507,"Los Angeles County",139,63.7,7.64,"Developed"
"41","06037","06","037","231301","06037231301",2313.01,"Census Tract 2313.01",233928,0,34.0153549,-118.3020819,0.365725835547944,"Los Angeles County",167,63.7,7.64,"Developed"
"42","06037","06","037","231302","06037231302",2313.02,"Census Tract 2313.02",423524,0,34.0140532,-118.3058946,0.626965803488836,"Los Angeles County",167,63.7,7.64,"Tree"
"43","06037","06","037","532607","06037532607",5326.07,"Census Tract 5326.07",1102638,902,33.9846156,-118.2333907,0.731430518539656,"Los Angeles County",139,63.7,7.64,"Developed"
"44","06037","06","037","275604","06037275604",2756.04,"Census Tract 2756.04",1550434,0,33.975793,-118.4154909,2.19409882973877,"Los Angeles County",91,63.7,7.64,"Tree"
"45","06037","06","037","530007","06037530007",5300.07,"Census Tract 5300.07",4850739,5565,34.0255882,-118.0902015,3.15355150099262,"Los Angeles County",103,63.7,7.64,"Tree"
"46","06037","06","037","271804","06037271804",2718.04,"Census Tract 2718.04",348810,0,34.0201691,-118.4138661,0.53375006042994,"Los Angeles County",91,63.7,7.64,"Tree"
"47","06037","06","037","551002","06037551002",5510.02,"Census Tract 5510.02",971988,0,33.9414237,-118.1143227,0.154581834129569,"Los Angeles County",170,63.7,7.64,"Tree"
"48","06037","06","037","502700","06037502700",5027,"Census Tract 5027",6945743,0,33.9547947,-118.0715453,0.591688950063652,"Los Angeles County",51,63.7,7.64,"Tree"
"49","06037","06","037","502901","06037502901",5029.01,"Census Tract 5029.01",1247226,0,33.9459765,-118.0409409,0.476391963209817,"Los Angeles County",136,63.7,7.64,"Developed"
"50","06037","06","037","550801","06037550801",5508.01,"Census Tract 5508.01",1587080,0,33.9508037,-118.1392048,0.06261819224287,"Los Angeles County",277,63.7,7.64,"Tree"
"51","06037","06","037","502604","06037502604",5026.04,"Census Tract 5026.04",851708,130302,33.9565893,-118.0939098,0.720421111310294,"Los Angeles County",103,63.7,7.64,"Tree"
"52","06037","06","037","276608","06037276608",2766.08,"Census Tract 2766.08",360279,0,33.9577155,-118.4293504,1.34220355570316,"Los Angeles County",0,63.7,7.64,"Tree"
"53","06037","06","037","550502","06037550502",5505.02,"Census Tract 5505.02",1748455,28328,33.9485103,-118.1075693,0.401077815529531,"Los Angeles County",124,63.7,7.64,"Tree"
"54","06037","06","037","276102","06037276102",2761.02,"Census Tract 2761.02",658635,0,33.9761861,-118.3703576,1.48509386414216,"Los Angeles County",122,63.7,7.64,"Developed"
"55","06037","06","037","408707","06037408707",4087.07,"Census Tract 4087.07",4950382,1898,33.9842243,-117.8573528,4.34163675432855,"Los Angeles County",285,63.7,7.64,"Herb"
"56","06037","06","037","275312","06037275312",2753.12,"Census Tract 2753.12",783490,38298,33.9798033,-118.4332118,1.14075811734466,"Los Angeles County",0,63.7,7.64,"Tree"
"57","06037","06","037","275605","06037275605",2756.05,"Census Tract 2756.05",970244,70158,33.9775186,-118.4205947,1.2451268017499,"Los Angeles County",0,63.7,7.64,"Developed"
"58","06037","06","037","533108","06037533108",5331.08,"Census Tract 5331.08",645420,0,33.9765382,-118.2167357,0.191621531556536,"Los Angeles County",51,63.7,7.64,"Developed"
"59","06037","06","037","276101","06037276101",2761.01,"Census Tract 2761.01",326325,0,33.9753456,-118.3783735,1.71209409378902,"Los Angeles County",71,63.7,7.64,"Developed"
"60","06047","06","047","002403","06047002403",24.03,"Census Tract 24.03",22908868,0,36.9729892,-120.6190008,0.00481889984761421,"Merced County",48,63.9,7.77,"Tree"
"61","06047","06","047","002404","06047002404",24.04,"Census Tract 24.04",5175171,0,36.9818629,-120.6356596,0.00521591255975806,"Merced County",36,63.9,7.77,"Sparse"
"62","06047","06","047","000404","06047000404",4.04,"Census Tract 4.04",83809746,1122411,37.3864867,-120.913969,0.133300487373329,"Merced County",25,63.9,7.77,"Shrub"
"63","06047","06","047","001007","06047001007",10.07,"Census Tract 10.07",7311961,0,37.349706,-120.4837725,0.23661765437493,"Merced County",52,63.9,7.77,"Shrub"
"64","06047","06","047","002305","06047002305",23.05,"Census Tract 23.05",2009165,0,37.0732839,-120.8306584,0,"Merced County",31,63.9,7.77,"Tree"
"65","06047","06","047","002203","06047002203",22.03,"Census Tract 22.03",8215696,0,37.0841366,-120.8620954,0.00403988063531358,"Merced County",35,63.9,7.77,"Shrub"
"66","06047","06","047","002303","06047002303",23.03,"Census Tract 23.03",6123166,0,37.0497481,-120.8233031,0.00992105976787234,"Merced County",31,63.9,7.77,"Tree"
"67","06047","06","047","002002","06047002002",20.02,"Census Tract 20.02",192152461,2093054,37.1871821,-121.1049765,2.37159278546549,"Merced County",30,63.9,7.77,"Agriculture"
"68","06047","06","047","002306","06047002306",23.06,"Census Tract 23.06",1132517,0,37.0633457,-120.8152188,0.00303505623065581,"Merced County",31,63.9,7.77,"Herb"
"69","06047","06","047","002601","06047002601",26.01,"Census Tract 26.01",26121788,0,37.2693929,-120.402075,0.0258356313224976,"Merced County",78,63.9,7.77,"Herb"
"70","06047","06","047","000305","06047000305",3.05,"Census Tract 3.05",4268714,0,37.3799247,-120.7331794,0.211866214036238,"Merced County",40,63.9,7.77,"Sparse"
"71","06047","06","047","002304","06047002304",23.04,"Census Tract 23.04",25690244,761040,37.0766885,-120.7934993,0.0360158993054832,"Merced County",31,63.9,7.77,"Herb"
"72","06047","06","047","002001","06047002001",20.01,"Census Tract 20.01",393138950,19015748,37.1886009,-120.8961062,0.0928846030920086,"Merced County",25,63.9,7.77,"Agriculture"
"73","06047","06","047","000904","06047000904",9.04,"Census Tract 9.04",8626477,0,37.3361551,-120.554154,0.136908586653362,"Merced County",39,63.9,7.77,"Tree"
"74","06047","06","047","000903","06047000903",9.03,"Census Tract 9.03",13055749,68353,37.3146965,-120.5474353,0.175122284553996,"Merced County",52,63.9,7.77,"Tree"
"75","06047","06","047","001008","06047001008",10.08,"Census Tract 10.08",7656987,0,37.3349369,-120.5065304,0.252673227369757,"Merced County",52,63.9,7.77,"Herb"
"76","06047","06","047","001604","06047001604",16.04,"Census Tract 16.04",5812574,0,37.2801478,-120.4671657,0.00082365728955073,"Merced County",73,63.9,7.77,"Shrub"
"77","06047","06","047","000204","06047000204",2.04,"Census Tract 2.04",2558497,0,37.4241825,-120.7799026,0.276632792657633,"Merced County",31,63.9,7.77,"Tree"
"78","06047","06","047","002602","06047002602",26.02,"Census Tract 26.02",20080527,0,37.3158862,-120.4080396,0.0795725135659847,"Merced County",78,63.9,7.77,"Shrub"
"79","06047","06","047","002204","06047002204",22.04,"Census Tract 22.04",4384915,0,37.0858279,-120.8424804,0,"Merced County",35,63.9,7.77,"Sparse"
"80","06047","06","047","000403","06047000403",4.03,"Census Tract 4.03",34846899,13083,37.4249828,-120.8415795,0.0529991217175368,"Merced County",35,63.9,7.77,"Tree"
"81","06047","06","047","001006","06047001006",10.06,"Census Tract 10.06",1923400,0,37.330488,-120.4789043,0.00480564928077123,"Merced County",52,63.9,7.77,"Tree"
"82","06047","06","047","000205","06047000205",2.05,"Census Tract 2.05",2200906,0,37.4347438,-120.7885133,0.226770988855432,"Merced County",31,63.9,7.77,"Tree"
"83","06037","06","037","139301","06037139301",1393.01,"Census Tract 1393.01",2865657,0,34.1781538,-118.5581265,0.946266766676162,"Los Angeles County",149,63.7,7.64,"Tree"
"84","06037","06","037","139302","06037139302",1393.02,"Census Tract 1393.02",338289,0,34.176723,-118.5383655,0.828714787006378,"Los Angeles County",494,63.7,7.64,"Developed"
"85","06037","06","037","139502","06037139502",1395.02,"Census Tract 1395.02",1047549,0,34.1628402,-118.5263111,0.472377566742324,"Los Angeles County",494,63.7,7.64,"Developed"
"86","06037","06","037","139600","06037139600",1396,"Census Tract 1396",2477482,0,34.1640599,-118.5101001,0.610976447221325,"Los Angeles County",0,63.7,7.64,"Tree"
"87","06037","06","037","139600","06037139600",1396,"Census Tract 1396",2477482,0,34.1640599,-118.5101001,0.610976447221325,"Los Angeles County",0,63.7,7.64,"Tree"
"88","06037","06","037","139701","06037139701",1397.01,"Census Tract 1397.01",3396397,2411,34.157429,-118.4954117,2.59817652433139,"Los Angeles County",214,63.7,7.64,"Tree"
"89","06037","06","037","139801","06037139801",1398.01,"Census Tract 1398.01",3666763,0,34.1527171,-118.5455833,5.02386141075256,"Los Angeles County",255,63.7,7.64,"Tree"
"90","06013","06","013","324002","06013324002",3240.02,"Census Tract 3240.02",2027097,0,37.9515743,-122.0605372,0.568204404245781,"Contra Costa County",62,61.8,13.45,"Tree"
"91","06013","06","013","320004","06013320004",3200.04,"Census Tract 3200.04",5911930,20167,37.9992449,-122.0795275,2.8723848820474,"Contra Costa County",18,61.8,13.45,"Tree"
"92","06013","06","013","336201","06013336201",3362.01,"Census Tract 3362.01",1240588,0,37.9604171,-122.0474661,0.586062360552236,"Contra Costa County",62,61.8,13.45,"Tree"
"93","06013","06","013","338203","06013338203",3382.03,"Census Tract 3382.03",1577045,0,37.9256927,-122.0541352,0.718238817810944,"Contra Costa County",62,61.8,13.45,"Tree"
"94","06013","06","013","338204","06013338204",3382.04,"Census Tract 3382.04",2649159,15822,37.9190883,-122.0467663,1.71444680684328,"Contra Costa County",62,61.8,13.45,"Shrub"
"95","06013","06","013","345204","06013345204",3452.04,"Census Tract 3452.04",14656887,5258,37.8320573,-122.0429151,6.24509701180509,"Contra Costa County",62,61.8,13.45,"Tree"
"96","06013","06","013","345203","06013345203",3452.03,"Census Tract 3452.03",26933241,0,37.8053853,-122.0228527,5.1163095507957,"Contra Costa County",63,61.8,13.45,"Tree"
"97","06013","06","013","345112","06013345112",3451.12,"Census Tract 3451.12",8496394,0,37.761519,-121.9272789,3.9359735283692,"Contra Costa County",129,61.8,13.45,"Agriculture"
"98","06013","06","013","345113","06013345113",3451.13,"Census Tract 3451.13",5433439,0,37.7955701,-121.9415913,4.3475859440328,"Contra Costa County",163,61.8,13.45,"Agriculture"
"99","06037","06","037","143500","06037143500",1435,"Census Tract 1435",1191719,46468,34.1476412,-118.40678,0.851862287721641,"Los Angeles County",91,63.7,7.64,"Tree"
"100","06037","06","037","181000","06037181000",1810,"Census Tract 1810",4107900,30513,34.145267,-118.2043861,4.76248964072052,"Los Angeles County",26,63.7,7.64,"Tree"
"101","06037","06","037","181500","06037181500",1815,"Census Tract 1815",1094349,0,34.1347811,-118.1928518,3.45495198940645,"Los Angeles County",34,63.7,7.64,"Tree"
"102","06037","06","037","181600","06037181600",1816,"Census Tract 1816",1250035,0,34.1297233,-118.2097405,3.25603338958034,"Los Angeles County",26,63.7,7.64,"Tree"
"103","06037","06","037","183101","06037183101",1831.01,"Census Tract 1831.01",967955,0,34.1225069,-118.1817872,3.32120034437162,"Los Angeles County",42,63.7,7.64,"Tree"
"104","06001","06","001","441402","06001441402",4414.02,"Census Tract 4414.02",1662787,0,37.5823293,-122.0400088,0.726280667336006,"Alameda County",5,60.5,14.46,"Tree"
"105","06001","06","001","441501","06001441501",4415.01,"Census Tract 4415.01",2858378,0,37.5695603,-122.0740416,0.572149781119395,"Alameda County",86,60.5,14.46,"Herb"
"106","06001","06","001","441521","06001441521",4415.21,"Census Tract 4415.21",1623727,0,37.5730234,-122.0528477,0.542694396984597,"Alameda County",5,60.5,14.46,"Tree"
"107","06001","06","001","441522","06001441522",4415.22,"Census Tract 4415.22",1315100,0,37.5846106,-122.0572653,0.598495412793619,"Alameda County",5,60.5,14.46,"Tree"
"108","06001","06","001","441601","06001441601",4416.01,"Census Tract 4416.01",1296670,0,37.5635065,-122.0305636,0.360068703335635,"Alameda County",28,60.5,14.46,"Tree"
"109","06037","06","037","406103","06037406103",4061.03,"Census Tract 4061.03",2209499,0,34.0802569,-117.8911998,0.32689248436442,"Los Angeles County",178,63.7,7.64,"Tree"
"110","06037","06","037","920339","06037920339",9203.39,"Census Tract 9203.39",33931848,203805,34.4151337,-118.612578,5.0090755080696,"Los Angeles County",439,63.7,7.64,"Tree"
"111","06037","06","037","482521","06037482521",4825.21,"Census Tract 4825.21",1545509,685,34.0502444,-118.1001251,2.6291138543631,"Los Angeles County",134,63.7,7.64,"Tree"
"112","06067","06","067","001102","06067001102",11.02,"Census Tract 11.02",395485,0,38.576653,-121.4821334,0.0081770196557045,"Sacramento County",8,63.7,12.8,"Developed"
"113","06067","06","067","001201","06067001201",12.01,"Census Tract 12.01",395405,0,38.5711443,-121.4845191,0.221072530963698,"Sacramento County",8,63.7,12.8,"Developed"
"114","06067","06","067","006902","06067006902",69.02,"Census Tract 69.02",1575257,0,38.6081265,-121.454292,0.51453145803724,"Sacramento County",12,63.7,12.8,"Tree"
"115","06067","06","067","006802","06067006802",68.02,"Census Tract 68.02",589039,0,38.6135131,-121.4515224,0.590444937553115,"Sacramento County",12,63.7,12.8,"Tree"
"116","06067","06","067","001103","06067001103",11.03,"Census Tract 11.03",1174185,0,38.5773937,-121.4932684,0.354774817380402,"Sacramento County",8,63.7,12.8,"Tree"
"117","06001","06","001","441602","06001441602",4416.02,"Census Tract 4416.02",1682081,0,37.5569619,-122.0212342,0.330095308627246,"Alameda County",28,60.5,14.46,"Tree"
"118","06037","06","037","183220","06037183220",1832.2,"Census Tract 1832.20",535234,0,34.1199723,-118.1892861,1.8753398321569,"Los Angeles County",47,63.7,7.64,"Developed"
"119","06037","06","037","183300","06037183300",1833,"Census Tract 1833",541305,0,34.1210001,-118.2008163,0.935303027979428,"Los Angeles County",431,63.7,7.64,"Developed"
"120","06037","06","037","183510","06037183510",1835.1,"Census Tract 1835.10",500438,0,34.1154022,-118.2030827,3.21859647376814,"Los Angeles County",26,63.7,7.64,"Tree"
"121","06037","06","037","183520","06037183520",1835.2,"Census Tract 1835.20",427707,0,34.1109412,-118.2015849,3.17746257569555,"Los Angeles County",431,63.7,7.64,"Tree"
"122","06037","06","037","183610","06037183610",1836.1,"Census Tract 1836.10",378643,0,34.1140024,-118.1948974,1.43483385833029,"Los Angeles County",34,63.7,7.64,"Developed"
"123","06037","06","037","192300","06037192300",1923,"Census Tract 1923",879493,0,34.079743,-118.3284923,0.800090909004211,"Los Angeles County",162,63.7,7.64,"Tree"
"124","06001","06","001","441800","06001441800",4418,"Census Tract 4418",2037722,0,37.5591958,-121.9915699,0.517194311482837,"Alameda County",16,60.5,14.46,"Tree"
"125","06001","06","001","441921","06001441921",4419.21,"Census Tract 4419.21",846804,0,37.5424223,-121.9678076,0.467968885129252,"Alameda County",16,60.5,14.46,"Tree"
"126","06037","06","037","195400","06037195400",1954,"Census Tract 1954",1030345,0,34.0916923,-118.2740531,4.5677196546841,"Los Angeles County",747,63.7,7.64,"Tree"
"127","06113","06","113","010610","06113010610",106.1,"Census Tract 106.10",1666340,0,38.5525145,-121.7188435,0.243430569038525,"Yolo County",9,63.2,11.49,"Tree"
"128","06113","06","113","011208","06113011208",112.08,"Census Tract 112.08",173344358,766473,38.675332,-121.6910474,0.224177382189728,"Yolo County",4,63.2,11.49,"Agriculture"
"129","06113","06","113","011301","06113011301",113.01,"Census Tract 113.01",281773703,378696,38.5716604,-122.0641679,3.11881707856885,"Yolo County",97,63.2,11.49,"Agriculture"
"130","06001","06","001","441923","06001441923",4419.23,"Census Tract 4419.23",1509388,0,37.5509616,-121.9850062,0.318056036578158,"Alameda County",16,60.5,14.46,"Developed"
"131","06001","06","001","442100","06001442100",4421,"Census Tract 4421",1858816,0,37.5481429,-121.9499143,0.542275550779738,"Alameda County",56,60.5,14.46,"Tree"
"132","06001","06","001","442400","06001442400",4424,"Census Tract 4424",1582838,0,37.5313806,-121.9737794,0.247458656493307,"Alameda County",16,60.5,14.46,"Tree"
"133","06037","06","037","183820","06037183820",1838.2,"Census Tract 1838.20",308653,0,34.1039593,-118.1971254,2.7918635725288,"Los Angeles County",34,63.7,7.64,"Developed"
"134","06037","06","037","185202","06037185202",1852.02,"Census Tract 1852.02",1205737,0,34.0950599,-118.2170631,6.36693456853127,"Los Angeles County",51,63.7,7.64,"Herb"
"135","06037","06","037","185310","06037185310",1853.1,"Census Tract 1853.10",421083,0,34.0922029,-118.2226256,2.18611633752146,"Los Angeles County",403,63.7,7.64,"Tree"
"136","06037","06","037","405101","06037405101",4051.01,"Census Tract 4051.01",1121229,0,34.0958307,-117.9616912,0.908390735690131,"Los Angeles County",99,63.7,7.64,"Tree"
"137","06037","06","037","185320","06037185320",1853.2,"Census Tract 1853.20",556162,0,34.0886826,-118.2248083,0.973586936759484,"Los Angeles County",403,63.7,7.64,"Tree"
"138","06037","06","037","481603","06037481603",4816.03,"Census Tract 4816.03",655706,0,34.0841555,-118.1201868,0.508580097936308,"Los Angeles County",187,63.7,7.64,"Developed"
"139","06037","06","037","481001","06037481001",4810.01,"Census Tract 4810.01",1049648,0,34.0876622,-118.1302887,0.712018744628317,"Los Angeles County",23,63.7,7.64,"Tree"
"140","06037","06","037","404600","06037404600",4046,"Census Tract 4046",22853908,2037701,34.111855,-117.963614,3.96593624695454,"Los Angeles County",99,63.7,7.64,"Tree"
"141","06037","06","037","800406","06037800406",8004.06,"Census Tract 8004.06",90972482,3993989,34.0602402,-118.8610455,7.01279355034682,"Los Angeles County",269,63.7,7.64,"Tree"
"142","06037","06","037","800410","06037800410",8004.1,"Census Tract 8004.10",37073474,1363468,34.0618547,-118.7415768,7.43762791524449,"Los Angeles County",660,63.7,7.64,"Tree"
"143","06037","06","037","800504","06037800504",8005.04,"Census Tract 8005.04",21592238,3270476,34.0575757,-118.6666196,6.44301915372808,"Los Angeles County",334,63.7,7.64,"Tree"
"144","06037","06","037","800506","06037800506",8005.06,"Census Tract 8005.06",26495803,2840764,34.051667,-118.6049698,7.18976625731748,"Los Angeles County",373,63.7,7.64,"Shrub"
"145","06067","06","067","009409","06067009409",94.09,"Census Tract 94.09",4519072,0,38.284796,-121.2798018,0.156469001210684,"Sacramento County",32,63.7,12.8,"Agriculture"
"146","06067","06","067","009643","06067009643",96.43,"Census Tract 96.43",2232562,0,38.4287943,-121.4371081,0.374137525877131,"Sacramento County",12,63.7,12.8,"Tree"
"147","06067","06","067","007604","06067007604",76.04,"Census Tract 76.04",1428039,0,38.6537416,-121.333848,1.02802804144399,"Sacramento County",20,63.7,12.8,"Tree"
"148","06067","06","067","009652","06067009652",96.52,"Census Tract 96.52",10226696,0,38.3826848,-121.392925,0.0339863011061023,"Sacramento County",13,63.7,12.8,"Shrub"
"149","06067","06","067","009336","06067009336",93.36,"Census Tract 93.36",58878205,112446,38.420539,-121.2944057,0.37160918181621,"Sacramento County",49,63.7,12.8,"Agriculture"
"150","06067","06","067","007111","06067007111",71.11,"Census Tract 71.11",1103046,0,38.673824,-121.5236774,0.366692800327223,"Sacramento County",8,63.7,12.8,"Tree"
"151","06067","06","067","009647","06067009647",96.47,"Census Tract 96.47",1555682,0,38.3896194,-121.4434159,0.570898637789595,"Sacramento County",12,63.7,12.8,"Shrub"
"152","06067","06","067","001702","06067001702",17.02,"Census Tract 17.02",2344238,0,38.5533291,-121.4486404,0.619417328079801,"Sacramento County",12,63.7,12.8,"Tree"
"153","06067","06","067","009649","06067009649",96.49,"Census Tract 96.49",1890613,0,38.4013743,-121.4472397,0.473037255145095,"Sacramento County",12,63.7,12.8,"Tree"
"154","06067","06","067","009648","06067009648",96.48,"Census Tract 96.48",1079100,0,38.401312,-121.4368424,0.537106139283745,"Sacramento County",12,63.7,12.8,"Tree"
"155","06067","06","067","009650","06067009650",96.5,"Census Tract 96.50",2579482,0,38.4016323,-121.3931602,0.266112107939209,"Sacramento County",13,63.7,12.8,"Sparse"
"156","06067","06","067","008803","06067008803",88.03,"Census Tract 88.03",13694726,0,38.5557636,-121.2938015,0.589750017378191,"Sacramento County",49,63.7,12.8,"Agriculture"
"157","06067","06","067","009333","06067009333",93.33,"Census Tract 93.33",878682,0,38.4463368,-121.3750234,0.43828780024322,"Sacramento County",18,63.7,12.8,"Herb"
"158","06067","06","067","004018","06067004018",40.18,"Census Tract 40.18",894029,0,38.4950808,-121.5333575,0.122943590385745,"Sacramento County",8,63.7,12.8,"Tree"
"159","06067","06","067","004017","06067004017",40.17,"Census Tract 40.17",979870,0,38.4869695,-121.5343281,0.164520691047539,"Sacramento County",8,63.7,12.8,"Tree"
"160","06067","06","067","004908","06067004908",49.08,"Census Tract 49.08",1458335,0,38.4893485,-121.4634353,0.432420215339332,"Sacramento County",12,63.7,12.8,"Tree"
"161","06067","06","067","007023","06067007023",70.23,"Census Tract 70.23",1269957,0,38.6175616,-121.4908397,0.0689755167762017,"Sacramento County",8,63.7,12.8,"Tree"
